Query Name,Hit Contig ID,Hit length,Nb. HSPs,Score ,E Value ,Align. length,Identity,Query Start Position,Query End Position,Query frame,Query Coverage,Hit Start Position,Hit End Position,Hit frame,Hit coverage
HpArsInsC,Utg197180_LN:i:794251_RC:i:73_XO:i:0_pilon,804165,2,150,2.00E-73,184,94%,1,182,1,100%,656734,656917,1,0%
HpArsInsC,Utg197180_LN:i:794251_RC:i:73_XO:i:0_pilon,804165,2,137,3.00E-66,183,91.80%,1,182,1,100%,29462,29644,1,0%
HpArsInsC,Utg199626_LN:i:240519_RC:i:8_XO:i:0_pilon,231925,1,149,7.00E-73,183,94%,1,182,1,100%,83070,83252,1,0.10%
HpArsInsC,Utg198682_LN:i:103275_RC:i:7_XO:i:0_pilon,102234,1,149,7.00E-73,183,94%,1,182,1,100%,93144,92963,-1,0.20%
HpArsInsC,Utg197914_LN:i:317972_RC:i:37_XO:i:0_pilon,322893,1,149,7.00E-73,183,94%,1,182,1,100%,315753,315571,-1,0.10%
HpArsInsC,Utg197608_LN:i:781116_RC:i:84_XO:i:0_pilon,784802,3,149,7.00E-73,183,94%,1,182,1,100%,750493,750674,1,0%
HpArsInsC,Utg197608_LN:i:781116_RC:i:84_XO:i:0_pilon,784802,3,132,2.00E-63,176,92%,1,175,1,96.20%,15690,15863,1,0%
HpArsInsC,Utg197608_LN:i:781116_RC:i:84_XO:i:0_pilon,784802,3,129,9.00E-62,184,90.80%,1,182,1,100%,287233,287411,1,0%
HpArsInsC,Utg197176_LN:i:607778_RC:i:69_XO:i:0_pilon,613141,1,149,7.00E-73,183,94%,1,182,1,100%,90633,90452,-1,0%
HpArsInsC,Utg196898_LN:i:100617_RC:i:11_XO:i:0_pilon,97375,1,149,7.00E-73,183,94%,1,182,1,100%,52568,52386,-1,0.20%
HpArsInsC,Utg196602_LN:i:924655_RC:i:94_XO:i:0_pilon,939600,2,149,7.00E-73,183,94%,1,182,1,100%,94202,94021,-1,0%
HpArsInsC,Utg196602_LN:i:924655_RC:i:94_XO:i:0_pilon,939600,2,83,3.00E-36,143,86.70%,41,182,1,78%,840200,840338,1,0%
HpArsInsC,Utg199372_LN:i:608350_RC:i:39_XO:i:0_pilon,623072,1,148,2.00E-72,182,94%,1,182,1,100%,544771,544592,-1,0%
HpArsInsC,Utg196904_LN:i:1475728_RC:i:107_XO:i:0_pilon,1487870,2,148,2.00E-72,182,94%,1,181,1,99.50%,656906,657086,1,0%
HpArsInsC,Utg196904_LN:i:1475728_RC:i:107_XO:i:0_pilon,1487870,2,130,2.00E-62,183,90.70%,1,182,1,100%,123825,123645,-1,0%
HpArsInsC,Utg196248_LN:i:767320_RC:i:63_XO:i:0_pilon,785556,2,148,2.00E-72,183,94%,1,182,1,100%,779088,779268,1,0%
HpArsInsC,Utg196248_LN:i:767320_RC:i:63_XO:i:0_pilon,785556,2,39,9.00E-12,42,97.60%,1,42,1,23.10%,778935,778976,1,0%
HpArsInsC,Utg196212_LN:i:471102_RC:i:31_XO:i:0_pilon,481411,2,147,9.00E-72,185,93.50%,1,182,1,100%,225313,225497,1,0%
HpArsInsC,Utg196212_LN:i:471102_RC:i:31_XO:i:0_pilon,481411,2,56,3.00E-21,96,86.50%,88,182,1,52.20%,58506,58601,1,0%
HpArsInsC,Utg198158_LN:i:656055_RC:i:56_XO:i:0_pilon,661372,2,146,3.00E-71,183,93.40%,1,182,1,100%,297869,298051,1,0%
HpArsInsC,Utg198158_LN:i:656055_RC:i:56_XO:i:0_pilon,661372,2,141,2.00E-68,184,92.40%,1,182,1,100%,326911,327094,1,0%
HpArsInsC,Utg197620_LN:i:780778_RC:i:77_XO:i:0_pilon,787673,5,146,3.00E-71,183,93.40%,1,182,1,100%,143810,143992,1,0%
HpArsInsC,Utg197620_LN:i:780778_RC:i:77_XO:i:0_pilon,787673,5,134,1.00E-64,177,92.10%,1,177,1,97.30%,93690,93864,1,0%
HpArsInsC,Utg197620_LN:i:780778_RC:i:77_XO:i:0_pilon,787673,5,89,2.00E-39,183,84.70%,1,182,1,100%,14815,14979,1,0%
HpArsInsC,Utg197620_LN:i:780778_RC:i:77_XO:i:0_pilon,787673,5,78,2.00E-33,124,87.90%,48,170,1,67.60%,259667,259545,-1,0%
HpArsInsC,Utg197620_LN:i:780778_RC:i:77_XO:i:0_pilon,787673,5,69,2.00E-28,159,83%,24,182,1,87.40%,87981,87841,-1,0%
HpArsInsC,Utg197474_LN:i:35527_RC:i:12_XO:i:0_pilon,36589,1,146,3.00E-71,183,93.40%,1,182,1,100%,20357,20538,1,0.50%
HpArsInsC,Utg197460_LN:i:775000_RC:i:51_XO:i:0_pilon,772574,4,146,3.00E-71,183,93.40%,1,182,1,100%,321309,321127,-1,0%
HpArsInsC,Utg197460_LN:i:775000_RC:i:51_XO:i:0_pilon,772574,4,146,3.00E-71,183,93.40%,1,182,1,100%,322615,322434,-1,0%
HpArsInsC,Utg197460_LN:i:775000_RC:i:51_XO:i:0_pilon,772574,4,143,1.00E-69,183,92.90%,1,182,1,100%,320042,319860,-1,0%
HpArsInsC,Utg197460_LN:i:775000_RC:i:51_XO:i:0_pilon,772574,4,143,1.00E-69,183,92.90%,1,182,1,100%,323944,323762,-1,0%
HpArsInsC,Utg197120_LN:i:382250_RC:i:24_XO:i:0_pilon,384534,1,146,3.00E-71,183,93.40%,1,182,1,100%,38177,38358,1,0%
HpArsInsC,Utg196946_LN:i:246503_RC:i:29_XO:i:0_pilon,247288,2,146,3.00E-71,183,93.40%,1,182,1,100%,47853,47672,-1,0.10%
HpArsInsC,Utg196946_LN:i:246503_RC:i:29_XO:i:0_pilon,247288,2,112,2.00E-52,172,89%,1,172,1,94.50%,216205,216371,1,0.10%
HpArsInsC,Utg196874_LN:i:1326107_RC:i:133_XO:i:0_pilon,1366132,1,146,3.00E-71,183,93.40%,1,182,1,100%,94371,94553,1,0%
HpArsInsC,Utg196850_LN:i:412892_RC:i:17_XO:i:0_pilon,406793,5,146,3.00E-71,183,93.40%,1,182,1,100%,360997,361178,1,0%
HpArsInsC,Utg196850_LN:i:412892_RC:i:17_XO:i:0_pilon,406793,5,119,3.00E-56,182,89%,3,182,1,98.90%,85466,85644,1,0%
HpArsInsC,Utg196850_LN:i:412892_RC:i:17_XO:i:0_pilon,406793,5,108,4.00E-50,176,88.10%,2,176,1,96.20%,9419,9253,-1,0%
HpArsInsC,Utg196850_LN:i:412892_RC:i:17_XO:i:0_pilon,406793,5,52,6.00E-19,205,77.10%,1,182,1,100%,308670,308873,1,0.10%
HpArsInsC,Utg196850_LN:i:412892_RC:i:17_XO:i:0_pilon,406793,5,40,3.00E-12,46,95.70%,1,46,1,25.30%,297755,297800,1,0%
HpArsInsC,Utg196594_LN:i:1112763_RC:i:121_XO:i:0_pilon,1122326,2,146,3.00E-71,183,93.40%,1,182,1,100%,919829,919647,-1,0%
HpArsInsC,Utg196594_LN:i:1112763_RC:i:121_XO:i:0_pilon,1122326,2,130,2.00E-62,174,92%,10,182,1,95.10%,778017,777847,-1,0%
HpArsInsC,Utg196420_LN:i:888378_RC:i:91_XO:i:0_pilon,895448,1,146,3.00E-71,184,93.50%,1,182,1,100%,553999,553817,-1,0%
HpArsInsC,Utg196338_LN:i:1116459_RC:i:95_XO:i:0_pilon,1124229,1,146,3.00E-71,183,93.40%,1,182,1,100%,435308,435127,-1,0%
HpArsInsC,Utg196168_LN:i:1167937_RC:i:100_XO:i:0_pilon,1191372,3,146,3.00E-71,183,93.40%,1,182,1,100%,768441,768622,1,0%
HpArsInsC,Utg196168_LN:i:1167937_RC:i:100_XO:i:0_pilon,1191372,3,130,2.00E-62,183,90.70%,1,182,1,100%,34215,34394,1,0%
HpArsInsC,Utg196168_LN:i:1167937_RC:i:100_XO:i:0_pilon,1191372,3,125,1.00E-59,168,91.70%,1,167,1,91.80%,1044550,1044717,1,0%
HpArsInsC,Utg200182_LN:i:489721_RC:i:41_XO:i:0_pilon,504241,1,145,1.00E-70,183,93.40%,1,182,1,100%,137772,137592,-1,0%
HpArsInsC,Utg198086_LN:i:511611_RC:i:31_XO:i:0_pilon,529571,1,145,1.00E-70,182,93.40%,1,182,1,100%,72400,72221,-1,0%
HpArsInsC,Utg197624_LN:i:266724_RC:i:32_XO:i:0_pilon,270517,1,145,1.00E-70,183,93.40%,1,182,1,100%,123957,123777,-1,0.10%
HpArsInsC,Utg197468_LN:i:290065_RC:i:12_XO:i:0_pilon,302880,3,145,1.00E-70,183,93.40%,1,182,1,100%,64032,63852,-1,0.10%
HpArsInsC,Utg197468_LN:i:290065_RC:i:12_XO:i:0_pilon,302880,3,139,2.00E-67,183,92.30%,1,182,1,100%,189725,189904,1,0.10%
HpArsInsC,Utg197468_LN:i:290065_RC:i:12_XO:i:0_pilon,302880,3,131,7.00E-63,184,90.80%,1,182,1,100%,268298,268480,1,0.10%
HpArsInsC,Utg196828_LN:i:509494_RC:i:42_XO:i:0_pilon,514589,1,145,1.00E-70,183,93.40%,1,182,1,100%,342667,342487,-1,0%
HpArsInsC,Utg196706_LN:i:560993_RC:i:52_XO:i:0_pilon,582467,1,145,1.00E-70,183,93.40%,1,182,1,100%,423882,423702,-1,0%
HpArsInsC,Utg196542_LN:i:441345_RC:i:41_XO:i:0_pilon,457059,1,145,1.00E-70,183,93.40%,1,182,1,100%,421642,421462,-1,0%
HpArsInsC,Utg200252_LN:i:482772_RC:i:28_XO:i:0_pilon,484190,1,144,4.00E-70,181,93.40%,1,180,1,98.90%,352870,353050,1,0%
HpArsInsC,Utg198422_LN:i:319691_RC:i:35_XO:i:0_pilon,328219,1,144,4.00E-70,183,93.40%,1,182,1,100%,85215,85393,1,0.10%
HpArsInsC,Utg198004_LN:i:541890_RC:i:33_XO:i:0_pilon,549983,2,144,4.00E-70,185,93%,1,182,1,100%,335996,336179,1,0%
HpArsInsC,Utg198004_LN:i:541890_RC:i:33_XO:i:0_pilon,549983,2,126,4.00E-60,166,92.20%,17,182,1,91.20%,480745,480909,1,0%
HpArsInsC,Utg197950_LN:i:357355_RC:i:39_XO:i:0_pilon,360327,1,144,4.00E-70,184,92.90%,1,182,1,100%,204926,205109,1,0.10%
HpArsInsC,Utg197810_LN:i:278124_RC:i:16_XO:i:0_pilon,287359,2,144,4.00E-70,175,94.30%,9,182,1,95.60%,226108,225934,-1,0.10%
HpArsInsC,Utg197810_LN:i:278124_RC:i:16_XO:i:0_pilon,287359,2,123,2.00E-58,183,89.60%,1,182,1,100%,276949,277126,1,0.10%
HpArsInsC,Utg196502_LN:i:1322091_RC:i:118_XO:i:0_pilon,1319294,2,144,4.00E-70,175,94.30%,9,182,1,95.60%,923785,923958,1,0%
HpArsInsC,Utg196502_LN:i:1322091_RC:i:118_XO:i:0_pilon,1319294,2,46,1.00E-15,154,78.60%,1,136,1,74.70%,150466,150619,1,0%
HpArsInsC,Utg196340_LN:i:1390183_RC:i:128_XO:i:0_pilon,1401853,1,144,4.00E-70,185,93%,1,181,1,99.50%,1265362,1265546,1,0%
HpArsInsC,Utg200020_LN:i:363093_RC:i:41_XO:i:0_pilon,366523,1,143,1.00E-69,183,92.90%,1,182,1,100%,13986,14167,1,0%
HpArsInsC,Utg199638_LN:i:441322_RC:i:38_XO:i:0_pilon,442007,3,143,1.00E-69,183,92.90%,1,182,1,100%,171948,171766,-1,0%
HpArsInsC,Utg199638_LN:i:441322_RC:i:38_XO:i:0_pilon,442007,3,138,9.00E-67,180,92.80%,3,181,1,98.40%,157543,157717,1,0%
HpArsInsC,Utg199638_LN:i:441322_RC:i:38_XO:i:0_pilon,442007,3,119,3.00E-56,180,89.40%,4,182,1,98.40%,82774,82601,-1,0%
HpArsInsC,Utg199572_LN:i:179236_RC:i:20_XO:i:0_pilon,185034,1,143,1.00E-69,185,93%,1,182,1,100%,180745,180927,1,0.10%
HpArsInsC,Utg198252_LN:i:481952_RC:i:43_XO:i:0_pilon,492468,2,143,1.00E-69,184,92.90%,1,182,1,100%,54608,54790,1,0%
HpArsInsC,Utg198252_LN:i:481952_RC:i:43_XO:i:0_pilon,492468,2,120,9.00E-57,183,89.60%,1,182,1,100%,264028,264200,1,0%
HpArsInsC,Utg198156_LN:i:123624_RC:i:21_XO:i:0_pilon,125640,2,143,1.00E-69,183,92.90%,1,182,1,100%,111016,111197,1,0.10%
HpArsInsC,Utg198156_LN:i:123624_RC:i:21_XO:i:0_pilon,125640,2,121,2.00E-57,152,93.40%,4,155,1,83.50%,42707,42557,-1,0.10%
HpArsInsC,Utg197334_LN:i:1283665_RC:i:121_XO:i:0_pilon,1325692,3,143,1.00E-69,183,92.90%,1,182,1,100%,151702,151883,1,0%
HpArsInsC,Utg197334_LN:i:1283665_RC:i:121_XO:i:0_pilon,1325692,3,81,4.00E-35,100,94%,84,182,1,54.40%,180797,180896,1,0%
HpArsInsC,Utg197334_LN:i:1283665_RC:i:121_XO:i:0_pilon,1325692,3,79,5.00E-34,95,94.70%,1,95,1,52.20%,180350,180443,1,0%
HpArsInsC,Utg197066_LN:i:464311_RC:i:33_XO:i:0_pilon,473339,1,143,1.00E-69,183,92.90%,1,182,1,100%,254943,254761,-1,0%
HpArsInsC,Utg197012_LN:i:580730_RC:i:60_XO:i:0_pilon,577071,1,143,1.00E-69,183,92.90%,1,182,1,100%,509297,509478,1,0%
HpArsInsC,Utg196730_LN:i:2739463_RC:i:250_XO:i:0_pilon,2763365,2,143,1.00E-69,183,92.90%,1,182,1,100%,1357611,1357429,-1,0%
HpArsInsC,Utg196730_LN:i:2739463_RC:i:250_XO:i:0_pilon,2763365,2,135,4.00E-65,183,91.80%,1,182,1,100%,1360702,1360880,1,0%
HpArsInsC,Utg196586_LN:i:595556_RC:i:52_XO:i:0_pilon,616925,1,143,1.00E-69,183,92.90%,1,182,1,100%,354649,354830,1,0%
HpArsInsC,Utg196472_LN:i:66705_RC:i:8_XO:i:0_pilon,66706,1,143,1.00E-69,177,93.80%,1,176,1,96.70%,50012,50187,1,0.30%
HpArsInsC,Utg196382_LN:i:624514_RC:i:50_XO:i:0_pilon,636081,1,143,1.00E-69,183,92.90%,1,182,1,100%,401983,401802,-1,0%
HpArsInsC,Utg203256_LN:i:169571_RC:i:6_XO:i:0_pilon,166513,2,142,5.00E-69,183,92.90%,1,182,1,100%,5921,5741,-1,0.10%
HpArsInsC,Utg203256_LN:i:169571_RC:i:6_XO:i:0_pilon,166513,2,132,2.00E-63,186,90.90%,1,182,1,100%,66781,66598,-1,0.10%
HpArsInsC,Utg201962_LN:i:209682_RC:i:20_XO:i:0_pilon,209383,1,142,5.00E-69,183,92.90%,1,181,1,99.50%,57300,57120,-1,0.10%
HpArsInsC,Utg200172_LN:i:227747_RC:i:18_XO:i:0_pilon,236891,1,142,5.00E-69,183,92.90%,1,182,1,100%,209981,209801,-1,0.10%
HpArsInsC,Utg198702_LN:i:1520904_RC:i:115_XO:i:0_pilon,1542217,1,142,5.00E-69,183,92.90%,1,182,1,100%,548833,548653,-1,0%
HpArsInsC,Utg198694_LN:i:268033_RC:i:34_XO:i:0_pilon,268342,1,142,5.00E-69,183,92.90%,1,182,1,100%,66696,66876,1,0.10%
HpArsInsC,Utg197896_LN:i:545083_RC:i:49_XO:i:0_pilon,550572,1,142,5.00E-69,182,92.90%,1,181,1,99.50%,393021,393201,1,0%
HpArsInsC,Utg197342_LN:i:44341_RC:i:16_XO:i:0_pilon,44940,1,142,5.00E-69,183,92.90%,1,182,1,100%,21236,21415,1,0.40%
HpArsInsC,Utg197100_LN:i:1462186_RC:i:115_XO:i:0_pilon,1465710,1,142,5.00E-69,183,92.90%,1,182,1,100%,1416216,1416396,1,0%
HpArsInsC,Utg196684_LN:i:977963_RC:i:73_XO:i:0_pilon,991284,3,142,5.00E-69,183,92.90%,1,182,1,100%,86678,86498,-1,0%
HpArsInsC,Utg196684_LN:i:977963_RC:i:73_XO:i:0_pilon,991284,3,123,2.00E-58,185,89.20%,1,182,1,100%,619225,619042,-1,0%
HpArsInsC,Utg196684_LN:i:977963_RC:i:73_XO:i:0_pilon,991284,3,77,7.00E-33,182,82.40%,1,182,1,100%,13625,13788,1,0%
HpArsInsC,Utg196470_LN:i:652099_RC:i:69_XO:i:0_pilon,651725,1,142,5.00E-69,183,92.90%,1,182,1,100%,33696,33516,-1,0%
HpArsInsC,Utg196450_LN:i:579004_RC:i:73_XO:i:0_pilon,589396,2,142,5.00E-69,180,93.30%,1,179,1,98.40%,345112,345289,1,0%
HpArsInsC,Utg196450_LN:i:579004_RC:i:73_XO:i:0_pilon,589396,2,130,2.00E-62,175,92%,10,182,1,95.10%,409902,409731,-1,0%
HpArsInsC,Utg196436_LN:i:1476343_RC:i:177_XO:i:0_pilon,1493409,1,142,5.00E-69,182,92.90%,1,182,1,100%,1238359,1238539,1,0%
HpArsInsC,Utg196310_LN:i:1375378_RC:i:151_XO:i:0_pilon,1410187,2,142,5.00E-69,183,92.90%,1,182,1,100%,818272,818092,-1,0%
HpArsInsC,Utg196310_LN:i:1375378_RC:i:151_XO:i:0_pilon,1410187,2,131,7.00E-63,183,90.70%,1,182,1,100%,1383796,1383978,1,0%
HpArsInsC,Utg196152_LN:i:351447_RC:i:33_XO:i:0_pilon,351194,1,142,5.00E-69,182,92.90%,1,182,1,100%,208820,208640,-1,0.10%
HpArsInsC,Utg196482_LN:i:2010676_RC:i:168_XO:i:0_pilon,2019337,1,141,2.00E-68,184,92.40%,1,182,1,100%,962685,962502,-1,0%
HpArsInsC,Utg196352_LN:i:248920_RC:i:44_XO:i:0_pilon,256034,1,141,2.00E-68,184,92.40%,1,182,1,100%,184386,184203,-1,0.10%
HpArsInsC,Utg199604_LN:i:263555_RC:i:32_XO:i:0_pilon,265659,1,140,7.00E-68,183,92.30%,1,182,1,100%,233758,233577,-1,0.10%
HpArsInsC,Utg199422_LN:i:259225_RC:i:26_XO:i:0_pilon,259685,1,140,7.00E-68,183,92.30%,1,182,1,100%,7022,7203,1,0.10%
HpArsInsC,Utg199374_LN:i:57038_RC:i:10_XO:i:0_pilon,59160,1,140,7.00E-68,183,92.30%,1,182,1,100%,28086,28267,1,0.30%
HpArsInsC,Utg199310_LN:i:130401_RC:i:11_XO:i:0_pilon,137654,1,140,7.00E-68,177,93.20%,1,176,1,96.70%,7205,7380,1,0.10%
HpArsInsC,Utg199300_LN:i:141537_RC:i:18_XO:i:0_pilon,140254,1,140,7.00E-68,182,92.30%,1,182,1,100%,120628,120809,1,0.10%
HpArsInsC,Utg199014_LN:i:401680_RC:i:26_XO:i:0_pilon,404512,1,140,7.00E-68,183,92.30%,1,182,1,100%,251298,251117,-1,0%
HpArsInsC,Utg198572_LN:i:953581_RC:i:91_XO:i:0_pilon,962889,2,140,7.00E-68,183,92.30%,1,182,1,100%,935541,935722,1,0%
HpArsInsC,Utg198572_LN:i:953581_RC:i:91_XO:i:0_pilon,962889,2,124,5.00E-59,183,90.20%,1,182,1,100%,44067,44241,1,0%
HpArsInsC,Utg198468_LN:i:433673_RC:i:39_XO:i:0_pilon,437285,1,140,7.00E-68,185,92.40%,1,182,1,100%,277574,277392,-1,0%
HpArsInsC,Utg198166_LN:i:473396_RC:i:39_XO:i:0_pilon,477897,1,140,7.00E-68,184,92.40%,1,182,1,100%,156682,156500,-1,0%
HpArsInsC,Utg197870_LN:i:358078_RC:i:44_XO:i:0_pilon,356191,1,140,7.00E-68,183,92.30%,1,182,1,100%,310935,310754,-1,0.10%
HpArsInsC,Utg197648_LN:i:196829_RC:i:20_XO:i:0_pilon,197716,2,140,7.00E-68,183,92.30%,1,182,1,100%,55208,55027,-1,0.10%
HpArsInsC,Utg197648_LN:i:196829_RC:i:20_XO:i:0_pilon,197716,2,131,7.00E-63,183,90.70%,1,182,1,100%,129330,129149,-1,0.10%
HpArsInsC,Utg197508_LN:i:449252_RC:i:55_XO:i:0_pilon,450056,1,140,7.00E-68,183,92.30%,1,182,1,100%,276069,275888,-1,0%
HpArsInsC,Utg197186_LN:i:640799_RC:i:56_XO:i:0_pilon,646048,1,140,7.00E-68,184,92.40%,1,182,1,100%,25092,24911,-1,0%
HpArsInsC,Utg196986_LN:i:311336_RC:i:43_XO:i:0_pilon,311275,1,140,7.00E-68,184,92.40%,1,182,1,100%,211809,211991,1,0.10%
HpArsInsC,Utg196952_LN:i:521515_RC:i:34_XO:i:0_pilon,527504,1,140,7.00E-68,183,92.30%,1,182,1,100%,343413,343594,1,0%
HpArsInsC,Utg196902_LN:i:728718_RC:i:87_XO:i:0_pilon,725293,1,140,7.00E-68,183,92.30%,1,182,1,100%,414167,413986,-1,0%
HpArsInsC,Utg196742_LN:i:1524372_RC:i:116_XO:i:0_pilon,1562159,2,140,7.00E-68,180,92.80%,1,179,1,98.40%,631706,631885,1,0%
HpArsInsC,Utg196742_LN:i:1524372_RC:i:116_XO:i:0_pilon,1562159,2,139,2.00E-67,177,93.20%,1,176,1,96.70%,15802,15976,1,0%
HpArsInsC,Utg196680_LN:i:935755_RC:i:83_XO:i:0_pilon,938041,1,140,7.00E-68,181,92.80%,1,180,1,98.90%,425739,425917,1,0%
HpArsInsC,Utg196608_LN:i:786505_RC:i:77_XO:i:0_pilon,780532,4,140,7.00E-68,183,92.30%,1,182,1,100%,52731,52912,1,0%
HpArsInsC,Utg196608_LN:i:786505_RC:i:77_XO:i:0_pilon,780532,4,135,4.00E-65,178,92.10%,6,182,1,97.30%,142474,142651,1,0%
HpArsInsC,Utg196608_LN:i:786505_RC:i:77_XO:i:0_pilon,780532,4,126,4.00E-60,172,91.30%,1,171,1,94%,37375,37545,1,0%
HpArsInsC,Utg196608_LN:i:786505_RC:i:77_XO:i:0_pilon,780532,4,42,2.00E-13,48,95.80%,1,48,1,26.40%,593037,592990,-1,0%
HpArsInsC,Utg196444_LN:i:457492_RC:i:31_XO:i:0_pilon,461079,1,140,7.00E-68,183,92.30%,1,182,1,100%,133605,133423,-1,0%
HpArsInsC,Utg196180_LN:i:2009748_RC:i:220_XO:i:0_pilon,2032172,2,140,7.00E-68,183,92.30%,1,182,1,100%,1114137,1113956,-1,0%
HpArsInsC,Utg196180_LN:i:2009748_RC:i:220_XO:i:0_pilon,2032172,2,66,9.00E-27,198,79.80%,3,177,1,96.20%,944478,944281,-1,0%
HpArsInsC,Utg196172_LN:i:222815_RC:i:12_XO:i:0_pilon,226937,1,140,7.00E-68,183,92.30%,1,182,1,100%,143871,143690,-1,0.10%
HpArsInsC,Utg199350_LN:i:185189_RC:i:14_XO:i:0_pilon,200301,1,139,2.00E-67,186,91.90%,1,182,1,100%,17114,16929,-1,0.10%
HpArsInsC,Utg198974_LN:i:426873_RC:i:43_XO:i:0_pilon,437374,1,139,2.00E-67,183,92.30%,1,182,1,100%,185567,185747,1,0%
HpArsInsC,Utg198374_LN:i:607052_RC:i:45_XO:i:0_pilon,618394,1,139,2.00E-67,186,91.90%,1,182,1,100%,69249,69434,1,0%
HpArsInsC,Utg198056_LN:i:344054_RC:i:40_XO:i:0_pilon,347200,1,139,2.00E-67,183,92.30%,1,182,1,100%,53322,53142,-1,0.10%
HpArsInsC,Utg197570_LN:i:205760_RC:i:13_XO:i:0_pilon,225429,1,139,2.00E-67,183,92.30%,1,182,1,100%,172458,172638,1,0.10%
HpArsInsC,Utg197142_LN:i:563337_RC:i:45_XO:i:0_pilon,586060,2,139,2.00E-67,183,92.30%,1,182,1,100%,17933,17754,-1,0%
HpArsInsC,Utg197142_LN:i:563337_RC:i:45_XO:i:0_pilon,586060,2,139,2.00E-67,183,92.30%,1,182,1,100%,35868,35688,-1,0%
HpArsInsC,Utg196806_LN:i:528014_RC:i:37_XO:i:0_pilon,530011,2,139,2.00E-67,177,93.20%,1,176,1,96.70%,176277,176103,-1,0%
HpArsInsC,Utg196806_LN:i:528014_RC:i:37_XO:i:0_pilon,530011,2,131,7.00E-63,184,90.80%,1,182,1,100%,80396,80578,1,0%
HpArsInsC,Utg196306_LN:i:979255_RC:i:61_XO:i:0_pilon,991337,1,139,2.00E-67,183,92.30%,1,182,1,100%,170694,170874,1,0%
HpArsInsC,Utg196192_LN:i:412305_RC:i:33_XO:i:0_pilon,412931,1,139,2.00E-67,183,92.30%,1,182,1,100%,82809,82629,-1,0%
HpArsInsC,Utg196184_LN:i:772585_RC:i:71_XO:i:0_pilon,772192,1,139,2.00E-67,183,92.30%,1,182,1,100%,42417,42238,-1,0%
HpArsInsC,Utg199154_LN:i:543132_RC:i:33_XO:i:0_pilon,547432,1,138,9.00E-67,183,92.30%,1,182,1,100%,435,613,1,0%
HpArsInsC,Utg198232_LN:i:265364_RC:i:20_XO:i:0_pilon,269793,1,138,9.00E-67,185,91.90%,1,182,1,100%,79969,80153,1,0.10%
HpArsInsC,Utg197866_LN:i:358597_RC:i:32_XO:i:0_pilon,381152,2,138,9.00E-67,178,92.70%,1,177,1,97.30%,299696,299520,-1,0%
HpArsInsC,Utg197866_LN:i:358597_RC:i:32_XO:i:0_pilon,381152,2,93,9.00E-42,167,86.20%,1,167,1,91.80%,215766,215610,-1,0%
HpArsInsC,Utg196282_LN:i:447788_RC:i:34_XO:i:0_pilon,450303,1,138,9.00E-67,185,91.90%,1,182,1,100%,375925,376108,1,0%
HpArsInsC,Utg196150_LN:i:282941_RC:i:36_XO:i:0_pilon,286889,1,138,9.00E-67,181,92.30%,3,182,1,98.90%,49276,49455,1,0.10%
HpArsInsC,Utg201826_LN:i:349882_RC:i:11_XO:i:0_pilon,357898,1,137,3.00E-66,183,91.80%,1,182,1,100%,326735,326916,1,0.10%
